time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-02-18T09:02:54.296Z,-13.2281,167.1186,198.551,5.3,mww,74,55,2.207,0.52,us,us6000jpw7,2023-02-21T14:11:42.040Z,"85 km NNW of Sola, Vanuatu",earthquake,9.05,6.553,0.069,20,reviewed,us,us
2023-02-18T08:49:39.680Z,19.2495002746582,-155.442840576172,30.9599990844727,2.53999996,md,22,186,,0.200000003,hv,hv73326882,2023-02-18T08:52:42.380Z,"Island of Hawaii, Hawaii",earthquake,1.17,1.91999996,1.26999998,3,automatic,hv,hv
2023-02-18T08:28:49.850Z,51.8555,-177.982666666667,4.49,2.95,ml,12,89,,0.23,av,av91765376,2023-02-21T01:40:44.510Z,"92 km W of Adak, Alaska",earthquake,0.46,0.43,0.257185856742975,19,reviewed,av,av
2023-02-18T08:24:12.348Z,10.2201,-84.1764,10,5.2,mb,62,108,0.226,0.59,us,us6000jpvz,2023-02-19T23:38:51.336Z,"11 km ESE of Río Segundo, Costa Rica",earthquake,4.86,1.774,0.056,107,reviewed,us,us
2023-02-18T08:12:09.148Z,4.2244,94.4627,21.984,4.3,mb,30,168,2.67,0.57,us,us6000jpw1,2023-02-18T12:27:14.040Z,"174 km SSW of Banda Aceh, Indonesia",earthquake,8.45,5.373,0.116,21,reviewed,us,us
2023-02-18T07:39:18.606Z,36.529,70.8441,174.824,4.2,mb,56,77,2.468,0.81,us,us6000jpvk,2023-02-18T12:24:07.040Z,"37 km S of Jurm, Afghanistan",earthquake,8.69,9.737,0.09,34,reviewed,us,us
2023-02-18T07:22:19.685Z,53.6057,160.3529,89.628,4.3,mb,35,158,1.177,0.87,us,us6000jpvh,2023-02-18T07:59:54.040Z,"129 km ENE of Petropavlovsk-Kamchatsky, Russia",earthquake,11.77,9.014,0.1,28,reviewed,us,us
2023-02-18T06:36:52.538Z,-27.8899,-176.8968,35,4.8,mb,36,98,1.627,0.83,us,us6000jpv9,2023-02-18T07:05:15.040Z,"Kermadec Islands region",earthquake,10.3,1.919,0.107,27,reviewed,us,us
2023-02-18T06:04:29.144Z,15.7543,-97.2439,10,4.4,mb,45,216,2.2,0.65,us,us6000jpv2,2023-02-18T15:32:11.562Z,"21 km SW of Puerto Escondido, Mexico",earthquake,9.92,1.989,0.07,58,reviewed,us,us
2023-02-18T06:00:07.010Z,19.4456666666667,-155.485166666667,8.59,2.58,ml,43,55,,0.11,hv,hv73326857,2023-02-22T04:42:13.810Z,"Island of Hawaii, Hawaii",earthquake,0.24,0.33,0.19364766143083,23,reviewed,hv,hv
2023-02-18T05:26:04.787Z,38.0726,37.1608,4.308,4,mb,38,62,0.603,0.79,us,us6000jpun,2023-02-18T21:29:57.040Z,"Central Turkey",earthquake,2.62,4.88,0.212,6,reviewed,us,us
2023-02-18T04:51:54.618Z,-31.1783,-70.6232,105.511,4.5,mb,27,60,0.324,0.48,us,us6000jpuk,2023-02-18T05:15:32.040Z,"62 km SSE of Monte Patria, Chile",earthquake,5.17,2.345,0.241,5,reviewed,us,us
2023-02-18T04:47:15.435Z,-2.8697,130.3291,19.086,4.9,mb,30,82,1.696,0.86,us,us6000jpuj,2023-02-18T05:06:39.040Z,"165 km ENE of Amahai, Indonesia",earthquake,7.07,4.808,0.092,37,reviewed,us,us
2023-02-18T04:30:05.556Z,52.6655,-174.3929,215.694,4.3,mb,40,70,0.313,0.52,us,us6000jpuh,2023-02-18T04:48:21.040Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,11.65,4.257,0.097,30,reviewed,us,us
2023-02-18T03:21:09.730Z,18.047,-66.8768333333333,16.44,2.83,md,23,74,0.07159,0.23,pr,pr71396598,2023-02-18T03:34:14.500Z,"3 km ENE of Lluveras, Puerto Rico",earthquake,0.34,0.75,0.103417929394718,8,reviewed,pr,pr
2023-02-18T03:16:38.911Z,-22.38,-174.2422,10,4.9,mb,20,117,1.5,1.01,us,us6000jpu5,2023-02-21T14:34:35.040Z,"137 km SSE of ‘Ohonua, Tonga",earthquake,6.88,1.935,0.178,13,reviewed,us,us
2023-02-18T02:35:20.340Z,36.0061667,-117.364,0.06,2.9,ml,30,75,0.1323,0.17,ci,ci40415808,2023-02-19T16:51:13.336Z,"27km N of Searles Valley, CA",earthquake,0.24,0.49,0.13,60,reviewed,ci,ci
2023-02-18T02:26:26.980Z,19.2533333333333,-155.397166666667,31.28,2.86,ml,45,100,,0.14,hv,hv73326772,2023-02-19T02:28:18.447Z,"10 km ENE of P?hala, Hawaii",earthquake,0.42,0.54,0.211787304496618,27,reviewed,hv,hv
2023-02-18T02:07:19.277Z,-20.1404,168.4578,41.147,4.9,mb,16,83,2.634,1.1,us,us6000jptt,2023-02-18T02:27:15.040Z,"108 km SW of Isangel, Vanuatu",earthquake,6.05,9.817,0.14,16,reviewed,us,us
2023-02-18T01:57:02.644Z,-19.7581,-177.5958,393.14,4.2,mb,22,62,2.646,1,us,us6000jptq,2023-02-18T02:12:56.040Z,"292 km WNW of Haveluloto, Tonga",earthquake,10.87,6.131,0.115,23,reviewed,us,us
2023-02-18T00:59:11.757Z,62.5161,-150.987,79,3.1,ml,,,,0.62,ak,ak023291ooat,2023-02-18T01:26:46.040Z,"11 km W of Petersville, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-02-18T00:46:48.052Z,60.2758,-152.5124,97.1,3.7,ml,,,,0.86,ak,ak023291lyrn,2023-02-18T07:00:28.303Z,"53 km WNW of Ninilchik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-02-18T00:42:28.010Z,34.686,-80.4591666666667,3.35,2.53,md,20,53,0.04095,0.39,se,se60511381,2023-02-20T19:35:23.138Z,"7 km WNW of Jefferson, South Carolina",earthquake,0.63,1.61,0.134742453350776,18,reviewed,se,se
2023-02-18T00:10:17.961Z,59.5778,-138.7762,5.1,3,ml,,,,1.04,ak,ak023291e6qs,2023-02-18T00:35:23.040Z,"53 km E of Yakutat, Alaska",earthquake,,2.7,,,automatic,ak,ak
2023-02-18T00:03:49.110Z,-8.1894,115.9187,122.241,4.4,mb,15,129,1.77,1.09,us,us6000jpt7,2023-02-18T15:06:11.377Z,"25 km NW of Gili Air, Indonesia",earthquake,8.76,18.705,0.31,3,reviewed,us,us
2023-02-17T23:41:12.965Z,56.8999,-158.2099,0,3.1,ml,,,,0.94,ak,ak02327rqfz4,2023-02-19T23:17:50.590Z,"25 km E of Port Heiden, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-02-17T23:35:08.093Z,70.1282,-144.2441,20.1,3.5,ml,,,,0.91,ak,ak02327rp5fx,2023-02-18T00:33:46.662Z,"23 km W of Kaktovik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-02-17T22:54:48.407Z,-11.4697,118.2409,10,4.8,mb,29,67,2.665,0.68,us,us6000jpsx,2023-02-18T00:18:01.912Z,"298 km SW of Waingapu, Indonesia",earthquake,4.55,1.914,0.149,14,reviewed,us,us
2023-02-17T21:54:05.740Z,38.903,-82.0403333333333,0.08,2.61,md,10,122,0.7717,0.3,se,se60500438,2023-02-20T00:33:33.016Z,"7 km SE of Cheshire, Ohio",earthquake,0.72,3.58,0.0761926217546476,7,reviewed,se,se
2023-02-17T21:19:31.510Z,19.1603333333333,-155.485,34.57,2.77,md,42,121,,0.12,hv,hv73326717,2023-02-17T22:34:33.950Z,"Island of Hawaii, Hawaii",earthquake,0.48,0.65,0.128516619445259,15,reviewed,hv,hv
2023-02-17T20:53:05.787Z,37.9064,32.5587,10,2.6,ml,13,98,1.623,0.63,us,us6000jput,2023-02-23T06:05:38.939Z,"Central Turkey",earthquake,4.37,1.86,0.085,18,reviewed,us,us
2023-02-17T20:45:57.679Z,36.38233333,-97.64483333,7.74,3.11,ml,98,31,0,0.19,ok,ok2023djlr,2023-02-18T03:48:05.837Z,"6 km ENE of Fairmont, Oklahoma",earthquake,,0.5,0.22,41,reviewed,ok,ok
2023-02-17T20:23:05.165Z,56.1128,-161.4009,182.34,3.1,ml,46,138,0.76,0.72,us,us6000jps0,2023-02-17T23:23:20.040Z,"17 km NW of Nelson Lagoon, Alaska",earthquake,9.47,5.987,0.071,26,reviewed,us,us
2023-02-17T20:03:20.140Z,19.162,-155.494833333333,34.8,2.68,ml,44,121,,0.13,hv,hv73326712,2023-02-17T23:14:04.040Z,"4 km SSW of P?hala, Hawaii",earthquake,0.45,0.59,0.209936340857761,17,reviewed,hv,hv
2023-02-17T19:10:38.646Z,38.0705,38.1898,15.288,4.2,mb,49,79,0.803,0.94,us,us6000jpr3,2023-02-18T21:35:59.040Z,"6 km NW of Çelikhan, Turkey",earthquake,3.19,4.814,0.12,21,reviewed,us,us
2023-02-17T18:28:25.519Z,-7.4592,128.5851,111.609,4.7,mb,98,44,3.199,0.58,us,us6000jpr0,2023-02-17T22:51:07.040Z,"210 km NE of Lospalos, Timor Leste",earthquake,6.67,6.424,0.061,91,reviewed,us,us
2023-02-17T17:35:56.822Z,-4.6924,155.0502,500.652,4.8,mb,132,47,2.921,0.66,us,us6000jpqs,2023-02-17T17:55:40.040Z,"179 km NNW of Arawa, Papua New Guinea",earthquake,8.54,6.988,0.051,123,reviewed,us,us
2023-02-17T17:02:52.689Z,19.2478,-155.4141,36.083,2.9,ml,27,142,0.08,0.48,us,us6000jpqi,2023-02-17T22:32:10.040Z,"8 km NE of P?hala, Hawaii",earthquake,2.9,2.405,0.056,42,reviewed,us,us
2023-02-17T15:58:55.150Z,39.7455,-124.043,5.64,2.62,md,33,186,0.176,0.15,nc,nc73847776,2023-02-22T19:55:13.832Z,"18km W of Cape Vizcaino, CA",earthquake,0.46,0.75,0.168,26,reviewed,nc,nc
2023-02-17T15:58:27.550Z,39.7516667,-124.0443333,4.41,2.52,md,38,186,0.1774,0.2,nc,nc73847771,2023-02-22T19:40:16.639Z,"18km W of Cape Vizcaino, CA",earthquake,0.58,1.07,0.168,30,reviewed,nc,nc
2023-02-17T15:39:52.210Z,19.2561666666667,-155.4,31.05,2.8,ml,46,89,,0.12,hv,hv73326542,2023-02-17T22:01:08.200Z,"10 km NE of P?hala, Hawaii",earthquake,0.44,0.51,0.2401560895901,24,reviewed,hv,hv
2023-02-17T15:34:38.971Z,38.5844,39.6476,10,4.5,mb,49,50,1.144,0.94,us,us6000jppv,2023-02-20T04:25:31.040Z,"23 km SW of Kovanc?lar, Turkey",earthquake,4.13,1.245,0.106,26,reviewed,us,us
2023-02-17T14:58:56.320Z,37.9449,36.3279,5.15,4.4,mb,45,63,0.364,0.54,us,us6000jpnr,2023-02-18T21:26:07.040Z,"17 km WSW of Göksun, Turkey",earthquake,2.52,4.932,0.123,19,reviewed,us,us
2023-02-17T14:55:04.310Z,56.8515,-158.0714,3.3,2.6,ml,,,,0.5,ak,ak02327mgivz,2023-02-19T02:57:30.750Z,"35 km ESE of Port Heiden, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-02-17T14:36:10.870Z,40.2818333,-124.5003333,19.77,2.93,md,32,247,0.1208,0.13,nc,nc73847741,2023-02-20T23:08:13.612Z,"19km WSW of Petrolia, CA",earthquake,0.6,0.26,0.155,61,reviewed,nc,nc
2023-02-17T12:52:06.579Z,-8.9542,116.7792,140.656,4.1,mb,22,111,0.993,0.48,us,us6000jpng,2023-02-18T00:25:50.111Z,"51 km SSE of Labuan Lombok, Indonesia",earthquake,8.15,7.559,0.185,8,reviewed,us,us
2023-02-17T12:24:31.100Z,18.0101666666667,-66.7626666666667,12.43,2.53,md,25,135,0.02915,0.21,pr,pr71396578,2023-02-17T12:55:25.030Z,"1 km SE of Magas Arriba, Puerto Rico",earthquake,0.34,0.36,0.0683419440944539,14,reviewed,pr,pr
2023-02-17T11:38:21.710Z,48.2715,153.0581,143.667,4.8,mb,85,135,5.669,0.66,us,us6000jpma,2023-02-17T11:57:01.040Z,"Kuril Islands",earthquake,8.32,7.089,0.027,412,reviewed,us,us
2023-02-17T11:29:21.881Z,27.9503,139.7835,448.986,4.2,mb,47,155,6.845,0.69,us,us6000jpmb,2023-02-17T12:12:21.040Z,"Bonin Islands, Japan region",earthquake,13.42,9.589,0.085,39,reviewed,us,us
2023-02-17T10:38:45.840Z,34.0095,130.3316,10,4.4,mb,67,102,0.931,0.61,us,us6000jpm2,2023-02-17T22:29:15.582Z,"30 km NNW of Nishifukuma, Japan",earthquake,2.7,1.858,0.08,45,reviewed,us,us
2023-02-17T09:37:34.868Z,-6.5986,132.0763,38.615,6.1,mww,119,51,2.988,0.76,us,us6000jpl7,2023-02-18T09:51:23.541Z,"130 km SW of Tual, Indonesia",earthquake,6.41,5.595,0.065,23,reviewed,us,us
2023-02-17T09:26:09.414Z,-5.619,35.221,10,4.9,mb,79,61,4.291,0.74,us,us6000jpl6,2023-02-17T12:47:41.234Z,"",earthquake,6.52,1.899,0.07,64,reviewed,us,us
2023-02-17T09:17:01.191Z,19.7544,-62.3561,10,4.5,mb,44,99,1.827,0.8,us,us6000jpks,2023-02-20T13:28:09.579Z,"Leeward Islands",earthquake,6.28,1.787,0.131,17,reviewed,us,us
2023-02-17T09:11:40.742Z,45.086,23.0675,10,4.5,mb,25,129,1.139,0.65,us,us6000jpju,2023-02-23T00:31:58.763Z,"3 km SSW of Valea Mare, Romania",earthquake,2.53,1.903,0.156,12,reviewed,us,us
2023-02-17T08:43:54.529Z,51.8365,-177.9553,6.027,2.8,ml,19,99,0.051,0.53,us,us6000jpud,2023-02-18T13:14:51.040Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,1.47,1.756,0.105,12,reviewed,us,us
2023-02-17T08:35:23.240Z,18.9906666666667,-65.8915,15.38,3.43,md,35,232,0.5552,0.23,pr,pr71396548,2023-02-17T09:10:00.070Z,"61 km N of Loíza, Puerto Rico",earthquake,0.59,1.37,0.0669942212061811,19,reviewed,pr,pr
2023-02-17T08:34:42.721Z,-7.5605,155.8915,105.366,4.5,mb,34,88,4.425,0.6,us,us6000jpjp,2023-02-17T09:00:29.040Z,"120 km WNW of Gizo, Solomon Islands",earthquake,10.42,8.953,0.106,26,reviewed,us,us
2023-02-17T08:14:58.552Z,51.8717,-177.945,8.852,3.5,ml,25,120,0.037,0.69,us,us6000jpug,2023-02-18T13:15:57.040Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,1.23,2.214,0.097,14,reviewed,us,us
2023-02-17T07:58:02.110Z,17.9346666666667,-66.8951666666667,11.4,2.55,md,7,219,0.04293,0.11,pr,pr71396543,2023-02-17T08:17:04.200Z,"4 km SSE of Guánica, Puerto Rico",earthquake,0.76,0.58,0.0846826215433902,4,reviewed,pr,pr
2023-02-17T07:41:03.403Z,-29.8404,-177.1224,10,4.5,mb,14,195,0.903,1.09,us,us6000jpje,2023-02-17T09:08:47.040Z,"Kermadec Islands, New Zealand",earthquake,6.66,1.978,0.18,9,reviewed,us,us
2023-02-17T06:55:48.840Z,50.4455,-129.6254,10,4.6,mb,65,159,1.983,0.73,us,us6000jpja,2023-02-17T09:11:58.811Z,"180 km W of Port McNeill, Canada",earthquake,7.47,1.804,0.036,235,reviewed,us,us
2023-02-17T05:24:42.983Z,56.3507,-156.5554,11.2,2.5,ml,,,,0.43,ak,ak02327gx32w,2023-02-17T09:14:30.040Z,"114 km E of Chignik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-02-17T05:15:34.876Z,-15.5014,-72.4304,139.158,4.5,mb,17,161,3.484,0.73,us,us6000jpiz,2023-02-17T06:00:39.040Z,"25 km N of Uñon, Peru",earthquake,12.17,14.746,0.242,5,reviewed,us,us
2023-02-17T05:08:08.340Z,17.9476666666667,-66.9011666666667,11.53,2.54,md,7,213,0.0343,0.1,pr,pr71396528,2023-02-17T05:28:40.500Z,"Puerto Rico region",earthquake,0.64,0.48,0.109571391972239,5,reviewed,pr,pr
2023-02-17T04:45:51.760Z,-5.4598,34.9596,10,4.3,mb,11,155,4.353,1.06,us,us6000jpiy,2023-02-17T05:02:39.040Z,"41 km SSE of Ikungi, Tanzania",earthquake,11.72,1.962,0.218,6,reviewed,us,us
2023-02-17T02:28:59.550Z,19.2566666666667,-155.3945,31.26,2.59,ml,40,106,,0.13,hv,hv73326277,2023-02-17T05:45:07.065Z,"10 km NE of P?hala, Hawaii",earthquake,0.46,0.5,0.229670832201346,18,reviewed,hv,hv
2023-02-17T02:26:34.460Z,18.0993333333333,-67.035,21.66,2.91,md,18,42,0.007403,0.2,pr,pr71396508,2023-02-17T02:47:26.960Z,"2 km NNE of San Germán, Puerto Rico",earthquake,0.43,0.64,0.117715736976231,6,reviewed,pr,pr
2023-02-17T02:11:31.829Z,1.0793,-28.0809,10,5.3,mww,32,88,14.492,1.02,us,us6000jpib,2023-02-18T02:14:07.801Z,"central Mid-Atlantic Ridge",earthquake,12.42,1.901,0.06,27,reviewed,us,us
2023-02-17T01:47:27.552Z,52.2245,-173.9248,161.212,4,mb,16,172,0.118,0.91,us,us6000jpi6,2023-02-17T02:52:23.040Z,"19 km E of Atka, Alaska",earthquake,12.92,6.087,0.09,33,reviewed,us,us
2023-02-17T01:46:31.312Z,26.4738,128.7992,13.336,5.2,mww,85,50,0.594,0.97,us,us6000jpi5,2023-02-17T10:09:56.656Z,"82 km E of Nago, Japan",earthquake,6.69,3.944,0.071,19,reviewed,us,us
2023-02-17T01:29:24.699Z,26.0429,123.5068,271.161,4.3,mb,41,82,1.632,0.65,us,us6000jpi3,2023-02-17T02:55:04.040Z,"northeast of Taiwan",earthquake,8.78,7.666,0.098,29,reviewed,us,us
2023-02-17T01:22:50.098Z,23.9297,121.5086,16.822,4.7,mb,28,96,0.255,0.66,us,us6000jpi1,2023-02-17T08:49:24.344Z,"11 km WSW of Hualien City, Taiwan",earthquake,2.54,1.251,0.099,31,reviewed,us,us
2023-02-17T00:52:26.851Z,51.7892,-177.7355,89.2,3,ml,,,,0.7,ak,ak02327e3wcv,2023-02-17T03:27:48.189Z,"76 km W of Adak, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-02-17T00:35:57.301Z,39.1579,40.1603,2.075,4.4,mb,59,46,0.898,1.14,us,us6000jphu,2023-02-20T04:29:48.040Z,"10 km SE of Yayladere, Turkey",earthquake,1.99,5.371,0.075,52,reviewed,us,us
2023-02-16T23:32:34.097Z,61.5342,-150.5551,61.5,3.9,ml,,,,0.64,ak,ak02326457m5,2023-02-19T22:04:44.046Z,"2 km WSW of Susitna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-02-16T23:16:12.398Z,-5.6491,128.6764,335.02,4.9,mb,75,45,1.658,0.53,us,us6000jpgt,2023-02-16T23:35:11.040Z,"Banda Sea",earthquake,8.38,7.31,0.06,88,reviewed,us,us
2023-02-16T22:02:52.310Z,61.7035,-150.8105,3.1,3,ml,,,,0.91,ak,ak023263ddv3,2023-02-17T22:05:57.063Z,"23 km NW of Susitna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-02-16T20:56:35.288Z,-30.8604,-177.5043,10,4.8,mb,19,185,1.633,0.97,us,us6000jpfx,2023-02-17T14:38:49.040Z,"Kermadec Islands, New Zealand",earthquake,6.08,1.964,0.143,19,reviewed,us,us
2023-02-16T19:47:49.648Z,36.1764,35.7911,10,5.2,mww,136,59,1.47,0.93,us,us6000jpff,2023-02-20T21:19:01.900Z,"22 km W of Uzunba?, Turkey",earthquake,5.93,0.861,0.052,35,reviewed,us,us
2023-02-16T19:13:53.450Z,38.8388329,-122.8191681,1.95,2.62,md,51,38,0.01275,0.06,nc,nc73847376,2023-02-22T02:13:20.500Z,"8km WNW of Cobb, CA",earthquake,0.16,0.24,0.15,56,automatic,nc,nc
2023-02-16T18:17:20.595Z,37.3127,70.5308,56.238,4.7,mb,120,28,1.803,0.64,us,us6000jpex,2023-02-17T14:31:03.856Z,"22 km NNW of Fayzabad, Afghanistan",earthquake,4.92,6.406,0.055,105,reviewed,us,us
2023-02-16T17:56:13.497Z,-21.623,-177.0853,200.944,4.8,mb,59,79,1.811,0.96,us,us6000jper,2023-02-17T14:31:49.040Z,"200 km WSW of Haveluloto, Tonga",earthquake,12.32,7.63,0.067,73,reviewed,us,us
2023-02-16T16:40:54.385Z,57.0823,-157.3581,2.3,2.5,ml,,,,0.52,ak,ak0232600xq6,2023-02-16T18:52:46.040Z,"48 km S of Ugashik, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-02-16T16:38:32.216Z,37.9225,37.5073,10,4.1,mb,34,83,0.637,0.48,us,us6000jpee,2023-02-16T18:19:48.040Z,"7 km SE of Nurhak, Turkey",earthquake,1.7,1.928,0.302,3,reviewed,us,us
2023-02-16T15:55:33.940Z,-21.8635,-11.6516,10,5.4,mww,212,34,8.106,0.48,us,us6000jpe7,2023-02-17T15:59:57.769Z,"southern Mid-Atlantic Ridge",earthquake,9.97,1.766,0.083,14,reviewed,us,us
2023-02-16T15:13:54.976Z,-5.427,34.961,10,4.9,mb,85,39,4.329,0.49,us,us6000jpe3,2023-02-16T16:06:24.040Z,"Tanzania",earthquake,9.06,1.868,0.067,74,reviewed,us,us
2023-02-16T14:45:42.064Z,38.2035,37.8096,10,4.5,mb,31,71,0.979,1.15,us,us6000jpdx,2023-02-20T04:35:31.040Z,"14 km NNW of Do?an?ehir, Turkey",earthquake,2.9,1.91,0.108,25,reviewed,us,us
2023-02-16T14:44:14.663Z,62.0682,-149.7443,30.3,2.7,ml,,,,0.52,ak,ak02325yuub3,2023-02-16T23:51:37.531Z,"11 km SSE of Susitna North, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-02-16T13:28:56.229Z,62.0369,-149.8747,34.9,2.5,ml,,,,0.65,ak,ak02325y62gm,2023-02-16T15:11:08.040Z,"",earthquake,,0.3,,,automatic,ak,ak
2023-02-16T12:37:25.607Z,31.3667,-115.7109,21.518,2.8,ml,29,177,0.067,1.56,us,us6000jpdm,2023-02-17T06:18:52.040Z,"51 km E of San Vicente, Mexico",earthquake,3.14,7.023,0.094,15,reviewed,us,us
2023-02-16T12:25:28.086Z,32.75665283,-100.6508432,8.192342122,2.5,ml,16,94,0.07266699627,0.1,tx,tx2023dgzt,2023-02-17T06:16:03.040Z,"16 km NE of Hermleigh, Texas",earthquake,0.7606245569,1.131137105,0.1,13,reviewed,tx,tx
2023-02-16T12:02:40.103Z,13.1899,-91.2837,10,5.1,mww,152,75,1.537,0.8,us,us6000jpdh,2023-02-21T08:48:28.040Z,"95 km SSW of Puerto San José, Guatemala",earthquake,5.56,1.524,0.089,12,reviewed,us,us
2023-02-16T11:16:23.422Z,35.9277,35.768,10,4.8,mww,187,46,1.7,0.79,us,us6000jpd5,2023-02-20T04:41:23.040Z,"26 km W of Yaylada??, Turkey",earthquake,3.58,1.771,0.098,10,reviewed,us,us
2023-02-16T10:42:32.399Z,32.74932861,-100.6594179,9.121622721,2.6,ml,18,70,0.08288434074,0.1,tx,tx2023dgwi,2023-02-17T06:13:57.040Z,"15 km NE of Hermleigh, Texas",earthquake,0.5881133163,0.737318453,0.1,14,reviewed,tx,tx
2023-02-16T10:33:58.690Z,14.9791,119.8273,50.602,5.1,mww,137,92,7.887,0.62,us,us6000jpc7,2023-02-18T22:53:18.477Z,"27 km W of San Nicolas, Philippines",earthquake,2.03,6.921,0.073,18,reviewed,us,us
2023-02-16T10:29:04.966Z,32.7456665,-100.6594179,7.849975586,4.7,ml,33,48,0.08525345248,0.3,tx,tx2023dgvx,2023-02-22T17:37:50.630Z,"15 km NE of Hermleigh, Texas",earthquake,1.270893694,2.612447472,0.1,16,reviewed,tx,tx
2023-02-16T09:47:45.901Z,44.9868,14.706,10,4.8,mb,109,14,0.981,0.57,us,us6000jpbt,2023-02-17T07:16:41.548Z,"4 km WNW of Baška, Croatia",earthquake,2.9,1.825,0.047,139,reviewed,us,us
2023-02-16T09:07:35.320Z,41.507,-112.1761667,7.26,3.17,ml,43,72,0.1001,0.21,uu,uu60531356,2023-02-22T23:36:31.912Z,"7 km SW of Corinne, Utah",earthquake,0.32,0.63,0.104,24,reviewed,uu,uu
2023-02-16T06:50:46.602Z,19.6104,-73.7376,14.244,5.4,mww,93,33,0.729,0.77,us,us6000jpbd,2023-02-17T06:54:41.588Z,"42 km WSW of Bombardopolis, Haiti",earthquake,3.64,3.149,0.036,73,reviewed,us,us
2023-02-16T06:44:49.640Z,18.5573,-68.8106,115,3.87,md,13,158,0.4314,0.41,pr,pr2023047000,2023-02-16T07:57:36.618Z,"12 km WSW of Salvaleón de Higüey, Dominican Republic",earthquake,1.77,1.51,0.08,6,reviewed,pr,pr
2023-02-16T06:32:44.139Z,54.9047,-157.0819,77.8,3,ml,,,,0.78,ak,ak02325u0vbo,2023-02-23T07:57:08.391Z,"172 km SE of Perryville, Alaska",earthquake,,6,,,reviewed,ak,ak
2023-02-16T05:38:02.274Z,22.0668,-106.3329,14.96,4.1,mb,48,176,3.553,0.73,us,us6000jpb0,2023-02-16T21:57:42.061Z,"Near the coast of Sinaloa, Mexico",earthquake,9,7.2,0.083,40,reviewed,us,us
2023-02-16T05:37:05.138Z,-15.0912,167.0294,36.029,5.6,mww,81,26,0.392,0.94,us,us6000jpb1,2023-02-17T05:41:32.448Z,"7 km SW of Port-Olry, Vanuatu",earthquake,5.99,6.08,0.073,18,reviewed,us,us
2023-02-16T05:18:57.585Z,38.0947,38.5702,16.14,4.3,mb,53,66,0.682,0.99,us,us6000jpaw,2023-02-16T06:07:15.040Z,"7 km NNW of Sincik, Turkey",earthquake,3.69,5.566,0.101,28,reviewed,us,us
2023-02-16T05:03:36.271Z,31.63543031,-104.4026236,6.671435547,3,ml,16,81,0.03258274775,0.3,tx,tx2023dgle,2023-02-16T05:20:43.144Z,"59 km S of Whites City, New Mexico",earthquake,1.551879285,1.369219398,0.1,13,reviewed,tx,tx
2023-02-16T04:51:10.445Z,-30.1842,-177.5829,35,4.6,mb,23,197,0.965,0.88,us,us6000jpax,2023-02-16T20:25:09.040Z,"Kermadec Islands, New Zealand",earthquake,10.12,1.993,0.119,21,reviewed,us,us
2023-02-16T03:56:28.849Z,25.0868,91.743,61.857,4.3,mb,25,166,5.262,0.63,us,us6000jpaj,2023-02-17T05:48:45.091Z,"9 km NE of Chh?tak, Bangladesh",earthquake,10.49,10.546,0.142,15,reviewed,us,us
2023-02-16T03:41:59.942Z,-24.1796,-176.5866,83.062,4.9,mb,22,89,3.257,0.68,us,us6000jpag,2023-02-16T18:56:44.040Z,"",earthquake,11.09,4.421,0.177,10,reviewed,us,us
2023-02-16T03:30:14.353Z,-24.7798,179.4605,530.252,4.5,mb,32,90,5.02,0.47,us,us6000jpaf,2023-02-16T19:29:25.040Z,"south of the Fiji Islands",earthquake,14.1,4.127,0.135,17,reviewed,us,us
2023-02-16T03:05:49.850Z,-22.9414,-66.2611,256.097,4.5,mwr,31,65,1.768,0.5,us,us6000jpab,2023-02-16T18:17:06.689Z,"62 km WSW of Abra Pampa, Argentina",earthquake,9.78,7.935,,,reviewed,us,guc
2023-02-16T02:46:47.340Z,38.8303337,-122.8181686,1.86,2.55,md,55,36,0.00938,0.06,nc,nc73847056,2023-02-16T18:10:19.040Z,"8km NW of The Geysers, CA",earthquake,0.13,0.2,0.16,66,automatic,nc,nc
2023-02-16T02:35:55.680Z,62.7393,-150.5538,87.8,3.5,ml,,,,0.82,ak,ak02325rnssk,2023-02-23T07:57:05.437Z,"29 km NNE of Petersville, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-02-16T02:35:41.476Z,51.8265,105.3127,10,4.6,mb,21,90,1.048,0.55,us,us6000jpa8,2023-02-16T17:37:56.032Z,"30 km E of Listvyanka, Russia",earthquake,6.29,1.921,0.172,10,reviewed,us,us
